Churn_bin,Partner_bin,Dependents_bin,PhoneService_bin,MultipleLines_bin,OnlineSecurity_bin,OnlineBackup_bin,DeviceProtection_bin,TechSupport_bin,StreamingTV_bin,StreamingMovies_bin,PaperlessBilling_bin,Cuentas_Diarias
0.0,1,1,1,1,0,0,1,0,1,0,1,2.9699999999999998
0.0,1,0,1,1,0,1,1,0,1,1,1,3.591666666666667
1.0,0,0,1,1,0,0,0,0,0,0,1,2.4733333333333336
0.0,1,1,1,0,0,0,1,0,0,0,1,1.6983333333333335
0.0,1,1,1,0,0,0,0,0,0,0,0,0.675
0.0,0,0,0,0,1,0,1,1,1,1,1,1.945
0.0,1,1,1,0,0,0,0,0,0,0,1,0.6616666666666667
0.0,0,0,1,1,0,0,0,0,0,0,0,0.8350000000000001
0.0,0,0,1,1,0,1,0,1,1,0,1,2.29
0.0,1,0,1,1,1,1,0,1,1,1,1,3.665
1.0,1,1,1,1,0,1,0,1,1,1,0,3.4566666666666666
0.0,1,1,1,0,0,0,0,0,0,0,0,0.6950000000000001
0.0,1,1,1,1,0,0,0,0,1,0,0,2.8449999999999998
0.0,0,0,1,0,0,1,0,0,0,0,1,1.6716666666666666
1.0,0,0,1,0,0,0,0,0,0,0,1,2.3383333333333334
0.0,1,0,1,0,1,0,0,0,0,0,1,1.6766666666666665
0.0,0,0,1,0,1,0,0,0,1,0,1,2.0
0.0,0,1,1,0,0,0,0,0,0,0,0,0.6783333333333333
0.0,1,1,1,1,0,0,0,0,0,0,1,0.8266666666666667
0.0,0,0,1,1,1,1,1,0,0,0,0,2.1683333333333334
0.0,0,0,0,0,0,0,1,0,1,1,1,1.6783333333333335
1.0,1,1,1,0,0,0,0,0,0,0,1,2.3333333333333335
0.0,1,0,1,0,0,0,1,0,1,1,1,3.1266666666666665
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6683333333333333
0.0,1,1,1,0,0,0,0,0,0,0,0,0.6883333333333332
1.0,1,0,0,0,0,1,0,0,1,0,1,1.3099999999999998
0.0,1,0,0,0,1,1,1,1,1,1,0,2.2266666666666666
0.0,0,0,1,0,1,1,1,1,0,1,1,2.518333333333333
0.0,1,1,1,0,0,1,0,0,0,0,0,2.4866666666666664
1.0,0,0,1,1,0,0,1,0,1,1,1,3.2800000000000002
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6833333333333333
1.0,1,1,1,1,0,0,0,0,0,0,1,2.478333333333333
,1,1,1,1,0,0,1,1,1,1,0,3.4433333333333334
0.0,0,0,1,1,1,0,0,0,0,0,1,2.6599999999999997
1.0,1,0,1,0,1,0,0,1,0,0,0,2.695
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6783333333333333
1.0,1,0,1,1,0,0,1,1,1,1,1,3.48
0.0,0,0,1,0,1,0,0,1,0,0,1,1.82
1.0,1,0,1,1,0,1,0,0,1,0,1,2.9983333333333335
0.0,1,1,1,1,1,0,1,1,1,1,1,3.7199999999999998
1.0,1,0,1,1,0,0,1,0,1,0,0,3.0266666666666664
1.0,0,0,1,0,0,0,0,0,1,1,0,2.975
0.0,0,0,1,0,0,0,0,0,0,0,0,1.465
0.0,1,1,1,1,1,1,1,1,1,1,1,3.02
0.0,1,1,1,1,0,0,0,0,0,0,1,0.8066666666666666
0.0,0,0,1,0,0,1,0,0,1,0,1,1.9533333333333334
1.0,0,0,1,1,0,1,1,0,1,1,1,3.5366666666666666
1.0,0,1,1,0,0,1,1,0,1,0,1,2.98
0.0,1,1,1,1,1,1,1,0,0,0,0,2.145
0.0,0,0,1,0,0,0,0,0,0,0,0,0.65
1.0,0,0,1,0,0,1,0,0,0,0,1,2.4283333333333332
0.0,0,0,1,0,1,0,1,0,0,1,1,2.2233333333333336
0.0,1,0,1,0,0,0,0,0,0,1,0,2.68
1.0,0,0,1,0,0,0,0,0,0,0,0,2.35
0.0,0,1,1,0,0,0,0,0,0,0,1,0.6433333333333333
1.0,0,0,1,0,0,1,1,0,0,0,1,2.6416666666666666
0.0,1,1,1,0,0,0,0,0,0,0,0,1.4916666666666667
0.0,0,0,1,1,0,0,1,1,0,1,1,2.2866666666666666
0.0,0,0,1,0,0,0,0,0,0,0,0,0.685
0.0,0,0,0,0,0,0,1,0,1,1,1,1.6683333333333332
1.0,1,0,1,1,0,0,0,0,1,0,1,2.8833333333333333
0.0,1,0,1,1,0,0,0,0,0,0,1,0.8416666666666667
0.0,1,0,1,0,0,0,0,0,0,0,0,0.6833333333333333
0.0,0,0,1,1,1,1,0,0,0,0,0,2.038333333333333
0.0,1,1,0,0,1,0,1,1,0,0,0,1.3433333333333333
0.0,0,0,1,0,0,0,0,0,0,0,1,0.6783333333333333
0.0,1,1,1,0,1,1,0,1,0,1,0,3.17
0.0,1,1,1,0,0,1,0,0,1,1,1,3.0949999999999998
0.0,1,0,1,1,0,1,0,0,1,1,1,3.353333333333333
0.0,1,1,1,0,0,0,0,0,0,0,0,0.67
1.0,0,0,1,0,0,0,0,0,0,0,0,0.6716666666666666
0.0,1,0,1,0,0,0,0,0,1,1,0,2.99
0.0,1,0,0,0,0,1,0,0,1,1,0,1.655
0.0,0,0,1,1,1,1,0,1,1,1,0,3.675
0.0,1,0,1,1,1,0,1,1,1,0,1,3.2733333333333334
0.0,1,1,1,0,0,0,0,0,1,1,1,3.003333333333333
0.0,0,0,1,0,0,0,0,0,0,0,0,1.4666666666666666
0.0,1,0,1,0,0,0,0,0,0,0,0,0.6549999999999999
0.0,1,0,1,1,1,1,1,1,1,1,0,3.7766666666666664
0.0,1,1,1,1,1,1,1,1,1,1,1,3.02
0.0,1,0,1,0,0,0,0,0,0,0,0,0.67
0.0,0,0,1,0,0,0,0,0,0,0,1,0.6733333333333333
0.0,1,1,1,0,0,1,1,0,1,1,1,3.335
0.0,1,0,1,1,0,0,0,0,0,0,0,1.6633333333333333
0.0,1,1,1,0,1,1,1,0,1,1,0,2.64
0.0,0,0,1,1,0,1,1,0,0,1,1,3.175
1.0,0,0,1,0,0,0,0,0,0,0,0,1.51
1.0,0,0,1,0,0,0,0,0,0,0,0,0.6799999999999999
0.0,0,0,1,0,0,0,0,0,0,0,1,0.6566666666666666
1.0,0,0,1,1,0,1,0,0,0,0,1,2.631666666666667
1.0,0,0,1,1,0,0,0,1,0,1,1,2.9683333333333333
0.0,0,0,1,1,0,0,0,0,0,0,0,0.7766666666666667
0.0,1,0,1,1,1,1,1,1,1,1,1,3.0316666666666667
,1,0,1,0,0,0,0,0,0,0,0,0.6366666666666667
0.0,1,0,1,0,0,0,0,1,1,0,1,1.9933333333333332
,1,0,1,1,0,0,0,0,0,0,0,0.85
0.0,1,0,0,0,1,1,0,0,0,0,0,1.1400000000000001
1.0,1,0,1,0,0,0,0,0,0,0,0,1.5333333333333334
1.0,0,0,1,0,0,1,0,0,0,0,1,2.433333333333333
1.0,0,0,1,1,0,0,0,0,0,0,1,2.5016666666666665
1.0,0,0,1,0,0,0,0,0,1,0,1,2.658333333333333
0.0,1,1,1,1,0,0,0,0,0,0,1,0.8533333333333334
1.0,1,0,1,1,0,1,1,1,1,1,1,3.65
0.0,0,0,1,1,0,0,0,0,0,0,0,0.8383333333333333
0.0,0,0,1,0,0,0,0,0,0,0,1,0.6549999999999999
0.0,0,0,1,1,1,1,0,0,0,0,1,1.9466666666666665
0.0,1,0,1,1,0,0,0,0,0,0,0,0.8350000000000001
1.0,1,0,1,1,0,0,0,0,0,0,1,2.5166666666666666
0.0,0,0,1,0,0,0,0,0,0,0,0,0.635
0.0,1,0,1,0,0,0,0,0,0,0,1,2.355
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6383333333333333
0.0,1,0,1,1,1,1,1,1,1,1,1,3.0733333333333333
0.0,0,0,1,1,1,1,1,0,1,1,1,3.591666666666667
0.0,0,0,1,1,0,1,1,0,1,1,0,3.49
0.0,0,0,1,1,0,1,1,1,1,1,0,3.621666666666667
1.0,0,0,1,0,0,0,0,0,0,0,0,0.6833333333333333
1.0,0,0,1,0,0,1,1,0,1,1,0,3.316666666666667
1.0,0,0,1,0,0,0,0,0,0,1,1,2.731666666666667
0.0,1,1,1,0,0,0,0,0,0,0,0,0.635
0.0,1,1,1,0,0,0,0,0,0,0,1,0.645
1.0,0,0,0,0,0,1,1,0,0,0,1,1.1166666666666667
1.0,1,0,1,1,0,0,1,0,1,1,1,3.3183333333333334
1.0,0,0,1,0,0,1,0,0,1,0,0,2.81
0.0,0,0,1,1,0,0,1,0,1,1,1,3.3699999999999997
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6666666666666666
0.0,1,1,1,0,0,0,1,1,1,1,0,3.4366666666666665
0.0,1,1,1,0,0,0,0,0,0,1,1,2.7016666666666667
0.0,1,0,1,1,0,0,1,0,1,1,0,3.42
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6333333333333333
1.0,0,0,1,0,0,0,1,0,0,0,1,2.4866666666666664
1.0,0,0,1,1,0,0,0,1,1,1,1,3.3
1.0,0,0,1,0,0,0,0,0,0,1,1,2.643333333333333
0.0,1,1,1,0,0,0,0,1,0,1,1,2.853333333333333
0.0,1,1,1,0,1,0,1,1,0,0,1,1.9583333333333333
1.0,0,0,1,1,0,1,1,0,1,1,1,3.5566666666666666
1.0,0,0,0,0,0,0,1,0,1,1,1,1.635
0.0,1,0,1,1,0,1,1,1,1,1,1,3.625
0.0,1,1,1,0,0,0,0,0,0,0,1,0.6799999999999999
1.0,0,0,1,1,0,1,1,0,1,1,1,3.4316666666666666
1.0,0,0,1,0,0,0,0,0,1,1,1,3.0133333333333336
1.0,1,1,1,1,0,1,1,0,1,0,1,3.1550000000000002
1.0,1,0,1,0,0,0,1,0,1,1,1,3.1933333333333334
0.0,0,0,1,1,0,0,1,1,1,1,1,3.4616666666666664
0.0,0,0,1,0,0,0,1,0,0,1,0,2.868333333333333
0.0,0,0,1,1,1,1,0,1,0,0,0,2.2483333333333335
0.0,0,0,1,0,1,1,0,0,0,0,0,1.8483333333333334
0.0,1,1,1,1,0,1,1,1,1,1,1,2.8066666666666666
0.0,0,0,1,1,0,0,0,1,0,0,0,2.7233333333333336
0.0,1,0,1,1,1,0,0,0,1,1,1,3.3616666666666664
0.0,1,1,1,1,1,1,1,1,1,1,0,3.815
0.0,0,0,1,1,0,1,0,0,0,1,1,2.1333333333333333
0.0,1,0,1,0,1,0,1,0,0,0,0,1.8566666666666667
0.0,0,0,0,0,1,1,1,0,1,1,1,1.9816666666666667
0.0,0,0,0,0,0,0,1,1,0,0,0,1.1966666666666665
0.0,1,1,1,1,0,0,0,0,0,0,0,0.8666666666666667
0.0,0,0,1,1,0,0,1,1,1,1,0,2.685
0.0,1,0,1,0,1,1,1,1,1,1,1,2.8
1.0,0,0,1,0,0,0,0,0,0,0,1,2.3466666666666667
0.0,1,0,1,1,0,0,0,0,0,0,0,1.7216666666666667
0.0,1,1,1,0,0,1,1,1,1,1,0,3.525
0.0,1,0,1,1,1,1,1,1,0,0,1,3.2199999999999998
1.0,1,0,1,1,0,0,0,0,0,1,1,2.8833333333333333
1.0,0,0,1,0,0,0,0,0,0,0,1,2.325
0.0,1,0,1,0,0,0,0,0,0,0,0,0.65
0.0,0,0,1,1,0,0,0,0,1,1,1,2.3666666666666667
0.0,1,0,1,1,0,1,1,1,1,1,1,3.705
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6683333333333333
1.0,0,0,1,0,1,0,0,0,0,0,0,2.5483333333333333
0.0,0,0,1,1,0,0,1,0,0,0,1,2.645
0.0,1,0,1,1,0,0,0,0,0,0,0,0.8416666666666667
0.0,1,0,0,0,0,1,0,1,0,0,0,1.1816666666666669
1.0,1,1,1,0,0,0,0,0,1,1,1,2.985
0.0,0,1,1,1,0,1,1,1,0,0,1,3.0900000000000003
0.0,1,1,1,0,0,0,0,0,0,0,0,0.645
0.0,1,1,1,0,1,0,0,0,0,0,1,1.6466666666666667
0.0,1,0,1,1,1,1,1,1,0,0,0,2.3633333333333337
0.0,1,0,1,1,0,0,0,0,0,0,1,2.5133333333333336
1.0,0,0,1,0,0,0,0,0,0,0,1,2.308333333333333
0.0,0,0,1,1,0,1,1,0,1,1,1,3.48
0.0,0,0,1,0,0,1,0,0,0,0,0,2.4983333333333335
0.0,0,1,1,1,0,0,0,0,0,0,0,0.8466666666666666
0.0,0,0,1,0,0,0,0,0,0,0,1,0.675
0.0,0,0,1,0,0,1,1,1,1,1,1,3.5983333333333336
1.0,0,0,1,0,0,0,0,0,0,0,1,1.52
1.0,1,1,1,1,0,0,1,0,0,1,1,2.9733333333333336
0.0,1,0,1,0,0,0,1,0,1,1,1,3.2216666666666667
0.0,1,0,1,0,0,0,0,0,0,0,0,0.6783333333333333
0.0,1,0,1,0,0,1,1,0,0,0,1,1.8233333333333335
0.0,0,0,1,1,1,1,1,1,1,1,1,2.9383333333333335
0.0,1,1,1,1,0,1,0,1,1,1,1,2.631666666666667
1.0,1,1,0,0,0,0,0,1,1,1,0,1.7066666666666668
1.0,0,0,1,1,0,0,0,0,0,0,1,2.4633333333333334
0.0,1,1,1,0,0,0,0,0,0,0,0,0.645
0.0,0,0,1,1,0,0,0,0,0,0,0,0.8583333333333333
1.0,1,0,1,1,0,0,1,1,1,0,0,2.265
0.0,0,0,1,1,0,0,0,0,0,0,1,2.4366666666666665
0.0,0,0,1,1,0,0,0,0,0,0,0,1.6916666666666667
0.0,1,0,1,1,0,0,1,1,0,1,1,3.1666666666666665
0.0,0,0,1,1,0,1,1,0,1,1,1,3.4699999999999998
0.0,1,0,1,1,0,0,1,0,0,0,0,1.8516666666666666
1.0,0,0,0,0,1,1,0,0,0,0,1,1.1816666666666669
1.0,0,0,1,0,0,1,0,0,0,0,0,1.6900000000000002
0.0,0,0,1,0,0,0,0,0,0,0,0,0.7033333333333334
1.0,0,0,1,0,0,0,0,0,1,1,1,2.993333333333333
1.0,0,0,1,0,0,0,0,0,0,0,0,2.365
0.0,0,0,1,0,0,0,0,0,0,0,1,0.6716666666666666
0.0,1,0,1,1,1,1,1,1,1,1,1,3.8516666666666666
0.0,0,0,1,0,0,0,0,0,0,0,0,0.65
0.0,0,0,1,0,1,0,0,0,0,0,1,2.5133333333333336
0.0,0,0,1,0,0,0,1,0,1,0,1,2.8116666666666665
0.0,1,1,1,1,0,0,1,1,1,0,1,2.4033333333333333
0.0,1,0,1,1,0,1,1,1,1,1,1,2.8266666666666667
0.0,1,1,1,1,0,0,0,0,0,0,1,0.8733333333333333
0.0,0,1,1,0,1,1,1,0,1,1,1,3.5116666666666663
0.0,0,0,1,0,0,1,0,0,1,0,1,2.8433333333333333
1.0,0,0,1,0,0,0,0,0,0,0,1,1.5216666666666667
0.0,1,1,0,0,1,1,0,0,1,0,0,1.4933333333333332
0.0,1,1,1,0,0,0,0,0,0,0,1,0.6566666666666666
0.0,0,0,1,0,0,0,1,1,1,0,0,2.9983333333333335
1.0,0,0,1,0,0,1,0,0,1,1,1,2.2883333333333336
0.0,1,0,1,1,0,0,0,0,0,0,1,0.8416666666666667
0.0,1,0,1,1,1,1,1,0,1,1,0,3.625
0.0,0,0,0,0,1,0,1,0,0,0,1,1.1733333333333333
0.0,1,1,1,0,0,0,0,0,0,0,0,0.6433333333333333
0.0,0,0,1,0,0,0,0,0,0,0,0,0.67
1.0,1,1,1,0,1,1,1,0,0,0,0,2.038333333333333
0.0,1,0,1,1,0,1,0,0,1,0,0,2.13
1.0,1,0,1,1,1,0,1,1,0,1,1,3.3066666666666666
1.0,0,0,1,1,0,1,0,0,0,0,1,2.658333333333333
0.0,0,0,1,1,0,0,0,1,0,0,1,1.8299999999999998
1.0,1,0,1,1,0,0,1,0,1,1,1,2.51
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6683333333333333
0.0,1,1,1,1,1,1,0,1,0,0,1,2.1883333333333335
0.0,1,1,0,0,0,1,1,1,0,0,0,1.3116666666666668
0.0,1,1,1,0,0,0,0,0,0,0,0,0.6683333333333333
1.0,0,1,1,0,1,1,0,1,1,1,1,3.506666666666667
0.0,1,0,1,1,1,1,1,1,1,1,1,3.08
0.0,1,0,1,1,0,0,0,0,0,0,0,0.8533333333333334
0.0,1,1,1,0,0,0,0,0,0,0,1,0.6483333333333333
0.0,0,0,1,1,0,1,1,0,1,1,1,3.5300000000000002
0.0,0,0,1,1,1,1,1,1,1,1,0,2.9949999999999997
0.0,1,0,1,1,1,1,0,1,0,0,0,2.171666666666667
0.0,0,0,1,0,0,0,0,0,0,0,1,2.3233333333333333
1.0,0,0,1,0,0,0,1,0,1,1,1,3.2
0.0,1,1,1,0,0,0,0,0,0,0,1,0.6649999999999999
0.0,0,0,1,0,1,0,1,0,0,0,0,1.7816666666666667
,1,1,1,1,1,1,1,1,1,1,1,3.8383333333333334
0.0,0,0,1,1,1,1,0,0,0,0,1,1.9516666666666667
1.0,0,0,0,0,0,1,0,0,0,1,1,1.3366666666666667
0.0,0,0,1,0,0,0,0,0,0,1,1,2.665
0.0,0,0,1,0,1,1,0,0,0,0,0,1.8333333333333333
1.0,1,0,1,1,1,0,0,1,1,1,1,2.64
1.0,0,1,1,0,0,1,0,0,0,1,1,2.8633333333333337
0.0,1,0,1,1,0,0,0,1,0,0,1,2.628333333333333
0.0,1,0,1,1,1,1,0,0,0,1,1,3.1483333333333334
0.0,1,0,0,0,1,1,1,0,0,1,1,1.6400000000000001
0.0,0,0,1,1,1,0,0,1,0,1,0,2.4516666666666667
0.0,1,1,1,0,1,1,1,1,1,1,0,3.731666666666667
0.0,1,0,1,1,1,1,1,1,1,1,0,2.9766666666666666
0.0,1,0,1,0,1,0,0,0,0,1,1,1.97
1.0,1,0,1,0,0,0,1,0,0,1,1,2.8433333333333333
0.0,1,1,0,0,0,1,1,0,1,1,1,1.7666666666666666
0.0,0,0,1,1,0,1,1,0,1,1,1,2.6883333333333335
1.0,0,0,1,0,0,0,1,0,1,0,1,2.828333333333333
0.0,1,0,1,1,1,0,0,1,0,0,1,2.0283333333333333
0.0,1,0,1,1,0,0,1,0,0,0,1,2.6550000000000002
0.0,1,1,1,1,1,1,0,1,0,0,1,2.9949999999999997
1.0,0,0,1,1,0,0,0,0,1,0,1,2.8266666666666667
1.0,0,0,1,0,0,1,0,0,0,0,0,1.6933333333333331
1.0,0,0,1,0,1,0,0,0,0,0,1,1.7
0.0,1,0,1,0,0,0,1,1,1,0,0,3.0
0.0,1,1,1,1,0,0,0,0,0,0,0,0.8183333333333334
0.0,1,1,1,0,0,0,0,0,0,0,1,0.6666666666666666
0.0,1,1,1,1,0,0,0,0,0,0,0,0.8083333333333333
0.0,1,1,1,0,1,1,0,0,0,0,0,2.731666666666667
0.0,0,0,1,1,0,1,0,0,1,1,0,3.2866666666666666
0.0,0,0,0,0,0,0,0,0,0,0,0,0.8416666666666667
0.0,1,1,1,1,0,1,1,1,1,1,0,2.8433333333333333
0.0,1,1,0,0,0,1,1,0,0,1,1,1.5283333333333333
0.0,0,0,1,1,0,0,0,0,1,0,1,2.85
1.0,0,0,1,0,0,0,0,0,0,0,1,1.505
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6466666666666666
0.0,1,1,1,1,1,1,1,1,1,1,1,3.868333333333333
1.0,0,0,1,0,0,0,0,0,0,0,0,0.6466666666666666
1.0,1,1,1,1,1,1,1,1,0,0,0,3.1300000000000003
0.0,1,1,1,1,1,0,1,1,1,1,1,2.8633333333333337
0.0,0,0,1,0,0,1,0,1,1,1,1,3.305
0.0,0,0,1,0,0,0,0,0,0,0,0,0.67
0.0,1,1,1,0,0,0,0,0,0,0,0,0.65
0.0,0,0,1,0,0,0,1,0,0,0,1,1.6433333333333333
0.0,1,1,1,0,0,0,0,0,0,0,0,0.6516666666666667
1.0,1,0,1,0,0,0,0,0,1,0,0,1.84
0.0,1,1,1,1,0,0,0,0,0,0,1,0.81
0.0,1,1,0,0,1,0,1,0,1,0,0,1.4816666666666667
0.0,1,0,1,0,1,1,0,1,1,1,1,2.645
0.0,1,1,1,1,0,1,1,0,1,1,1,3.44
0.0,0,0,0,0,0,0,0,0,1,1,1,1.48
0.0,1,0,1,1,1,1,1,1,1,0,0,2.64
1.0,1,1,1,1,0,0,0,0,0,0,0,1.695
0.0,1,1,1,0,0,0,0,0,0,0,0,0.6883333333333332
1.0,0,0,1,0,1,0,1,1,1,0,1,3.185
0.0,1,1,1,0,0,0,0,0,0,0,0,0.6799999999999999
0.0,1,0,1,0,1,1,0,1,0,0,1,2.0166666666666666
1.0,0,0,1,1,0,1,1,0,1,1,1,3.441666666666667
0.0,0,1,1,1,0,1,0,0,0,0,1,2.728333333333333
0.0,0,0,1,1,1,0,0,0,0,0,0,2.67
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6466666666666666
0.0,1,1,1,1,0,1,0,1,1,1,0,2.685
1.0,1,1,1,1,0,1,1,0,1,1,1,3.5283333333333333
0.0,1,1,1,0,1,1,0,0,0,0,0,2.7016666666666667
0.0,1,0,1,1,1,1,1,1,0,1,0,2.6516666666666664
0.0,1,1,1,1,0,0,1,0,1,0,1,3.0116666666666663
0.0,0,0,1,1,1,0,1,0,1,1,0,3.466666666666667
0.0,0,1,1,1,1,1,0,1,1,1,1,2.8383333333333334
0.0,1,1,0,0,1,1,1,1,0,0,0,1.5416666666666667
0.0,0,0,1,1,0,1,0,0,0,0,1,2.6383333333333336
0.0,1,1,1,0,0,0,1,1,1,1,1,2.4316666666666666
0.0,1,0,1,1,0,0,0,1,1,0,1,2.2199999999999998
0.0,0,0,0,0,0,0,1,1,0,0,1,1.1833333333333333
1.0,0,0,1,0,0,0,0,0,0,0,1,2.3400000000000003
0.0,0,0,1,0,0,0,0,0,0,0,0,2.3366666666666664
0.0,1,1,1,1,0,0,0,0,0,0,1,0.8316666666666667
1.0,1,0,1,1,1,0,0,0,1,1,1,3.32
0.0,1,1,1,0,0,0,0,0,0,0,0,0.645
0.0,1,0,1,1,0,1,1,1,1,1,0,3.6383333333333336
0.0,1,0,1,1,1,1,0,0,0,1,1,3.146666666666667
0.0,1,0,1,1,0,1,1,0,0,1,0,3.1333333333333333
0.0,1,0,1,1,1,1,1,1,0,0,1,3.17
0.0,1,1,1,1,0,1,1,1,1,1,1,3.6933333333333334
1.0,0,0,1,1,0,0,0,0,0,0,1,2.4766666666666666
0.0,0,0,1,0,1,1,0,1,1,1,1,2.6166666666666667
0.0,1,0,1,1,1,1,1,0,1,1,1,3.691666666666667
0.0,0,0,1,0,0,0,0,1,0,0,0,1.635
0.0,1,0,0,0,1,1,1,1,1,1,1,2.1033333333333335
0.0,0,0,1,0,0,0,0,0,0,0,1,1.5133333333333332
1.0,0,0,1,1,0,0,0,0,0,0,1,2.503333333333333
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6583333333333333
0.0,1,0,1,0,0,1,1,0,1,1,1,3.3066666666666666
0.0,1,0,1,1,0,0,0,1,1,1,1,3.3
0.0,0,0,1,1,0,0,0,0,0,0,0,1.625
0.0,1,0,1,1,0,1,0,1,0,1,1,3.1883333333333335
0.0,0,0,1,0,1,0,1,1,0,0,0,1.9333333333333333
0.0,1,0,1,0,0,0,1,1,1,1,1,3.308333333333333
0.0,1,1,0,0,0,1,1,1,1,1,0,2.01
0.0,1,0,1,1,0,0,1,0,1,1,1,3.3583333333333334
0.0,1,1,1,1,0,0,0,0,1,1,1,2.3483333333333336
0.0,1,1,1,0,0,1,1,1,0,0,0,2.893333333333333
0.0,1,0,1,0,1,1,1,0,0,1,0,2.3666666666666667
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6683333333333333
1.0,1,0,1,1,1,1,1,1,1,1,0,3.915
0.0,1,0,1,1,0,1,1,0,1,1,0,2.7383333333333337
0.0,1,0,1,0,0,0,0,0,0,0,0,0.6616666666666667
0.0,1,0,1,0,0,0,0,1,0,0,0,2.5516666666666667
0.0,0,0,1,1,1,0,1,1,1,1,1,3.635
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6466666666666666
1.0,0,0,0,0,0,0,0,0,0,1,1,1.13
1.0,1,1,1,0,0,1,1,0,1,0,1,2.981666666666667
0.0,1,1,0,0,1,1,1,1,0,1,0,1.855
0.0,1,1,0,0,1,0,0,1,0,0,0,1.105
1.0,1,1,1,0,0,0,0,0,0,0,1,0.6633333333333333
0.0,0,0,0,0,0,0,1,1,1,0,1,1.4816666666666667
0.0,0,0,1,0,0,0,0,0,0,0,0,0.65
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6433333333333333
1.0,1,1,1,0,1,1,0,1,1,1,0,2.6766666666666667
0.0,1,0,1,0,1,1,0,0,0,1,1,3.0
0.0,1,0,1,0,1,1,1,1,1,1,1,3.7016666666666667
0.0,0,0,1,1,0,0,0,0,0,0,0,0.8183333333333334
0.0,0,0,1,1,0,1,1,0,1,1,1,3.48
0.0,0,0,1,0,1,0,0,0,0,0,1,2.485
0.0,0,0,1,1,0,1,1,0,1,1,1,3.4683333333333333
1.0,1,1,1,0,1,0,0,0,1,1,1,2.3366666666666664
0.0,1,1,1,1,0,1,0,1,0,0,0,2.8066666666666666
1.0,0,0,1,0,0,0,0,0,0,0,1,0.6566666666666666
0.0,0,0,1,1,0,0,0,0,0,0,0,0.8350000000000001
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6683333333333333
0.0,0,1,0,0,1,0,1,1,0,0,0,1.3366666666666667
0.0,0,0,1,0,1,0,0,0,0,0,1,1.6849999999999998
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6766666666666666
1.0,1,0,1,0,0,1,1,1,1,0,1,3.1616666666666666
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6783333333333333
0.0,0,0,0,0,0,0,0,0,0,0,0,0.8049999999999999
0.0,1,1,1,0,0,0,0,0,0,0,0,0.6833333333333333
0.0,1,0,1,1,1,0,1,0,0,1,1,3.146666666666667
0.0,1,0,1,0,1,1,1,0,0,0,1,2.05
0.0,1,1,1,0,1,0,1,0,1,1,0,2.506666666666667
0.0,1,1,1,0,0,0,0,0,0,0,0,0.6883333333333332
,0,0,1,1,0,0,0,0,0,0,1,2.455
1.0,0,0,1,1,0,0,1,1,1,1,1,3.4433333333333334
0.0,1,1,1,0,0,0,1,0,1,1,1,3.1633333333333336
1.0,0,0,1,1,0,1,0,0,0,0,1,2.675
1.0,1,0,1,0,1,0,1,1,1,1,1,3.49
0.0,1,0,1,1,1,0,1,0,1,1,1,3.475
0.0,0,0,0,0,0,1,0,1,0,0,0,1.2
0.0,1,0,1,0,1,1,0,1,0,1,0,2.353333333333333
1.0,0,0,1,1,0,0,0,0,0,1,1,2.825
0.0,0,0,1,0,0,1,1,1,1,1,1,2.68
0.0,0,0,1,0,1,1,0,1,1,0,0,2.3466666666666667
0.0,0,0,1,1,1,1,1,1,1,1,1,3.7883333333333336
0.0,0,0,1,0,0,0,0,0,0,0,1,0.6633333333333333
1.0,0,0,1,1,0,1,1,0,1,1,0,3.4699999999999998
0.0,1,0,1,1,0,0,0,0,1,1,1,3.1
0.0,0,0,1,0,0,0,0,0,0,0,0,0.675
0.0,0,0,1,0,1,1,0,0,1,1,0,3.305
1.0,0,0,1,0,0,0,0,0,0,0,0,1.4783333333333333
0.0,0,0,1,0,0,0,0,0,1,1,1,2.2083333333333335
0.0,0,0,1,1,1,0,0,0,0,1,0,3.033333333333333
0.0,1,0,1,1,0,1,1,0,1,1,1,3.478333333333333
0.0,1,1,1,0,1,1,1,1,1,1,1,2.8333333333333335
1.0,0,0,1,0,0,1,0,0,1,0,1,2.828333333333333
0.0,0,0,1,1,0,1,1,0,1,0,1,3.1633333333333336
0.0,1,0,1,1,1,1,1,1,1,1,0,3.8383333333333334
1.0,0,1,1,1,0,0,1,0,1,1,1,3.3383333333333334
0.0,0,0,1,0,0,0,0,0,0,0,0,0.6733333333333333
