customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Cuentas_Diarias
8933-FSHGW,,Female,1,1,0,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.3,1813.1,2.31
8937-FVBIE,,Male,0,1,0,67,1,0,Fiber optic,1,1,0,0,0,1,One year,1,Credit card (automatic),90.6,6056.15,3.02
8939-ORHIW,,Male,0,1,1,34,0,0,DSL,0,0,1,1,1,0,Month-to-month,1,Electronic check,44.85,1442.6,1.495
8954-HKVWG,,Female,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,1.4866666666666668
8977-NIXDF,,Male,0,1,1,9,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,197.4,0.6533333333333334
9078-GDRPJ,,Female,0,1,1,63,1,1,Fiber optic,1,1,1,0,1,0,Month-to-month,1,Electronic check,100.55,6215.35,3.3516666666666666
9162-MVWXH,,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.7,45.7,1.5233333333333334
9182-EFTQG,,Female,0,1,1,41,1,1,DSL,1,1,1,0,1,0,One year,1,Credit card (automatic),78.35,3211.2,2.6116666666666664
9218-TUMIQ,,Female,0,1,1,62,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,100.15,6283.3,3.3383333333333334
9228-KNQVN,,Female,0,1,0,59,1,1,Fiber optic,1,1,1,1,0,1,One year,1,Credit card (automatic),107.0,6152.3,3.566666666666667
9239-YGYBO,,Female,0,1,1,13,1,0,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),54.15,701.05,1.805
9243-TUYBL,,Male,1,1,0,28,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,105.8,2998.0,3.5266666666666664
9364-HVJRK,,Male,0,0,0,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.15,438.4,1.505
9366-PGOCJ,,Male,0,0,0,57,1,0,DSL,0,1,0,1,0,0,One year,1,Mailed check,54.65,3134.7,1.8216666666666665
9371-CLMGW,,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.3,577.6,2.9766666666666666
9395-RFMFG,,Male,0,1,1,8,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,54.4,475.1,1.8133333333333332
9456-ETVCM,,Male,0,0,0,12,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,94.55,1173.55,3.1516666666666664
9477-UIFFV,,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.3,20.3,0.6766666666666666
9499-EBKUR,,Male,0,0,0,72,1,1,DSL,1,0,1,1,1,1,Two year,0,Credit card (automatic),84.3,5997.1,2.81
9525-DKUVP,,Female,1,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.8,7882.25,3.6933333333333334
9526-MJRPO,,Female,1,1,0,27,1,1,Fiber optic,1,0,0,1,1,1,Month-to-month,1,Bank transfer (automatic),104.3,2867.75,3.4766666666666666
9617-SHSHO,,Female,0,0,0,53,1,0,Fiber optic,0,1,1,1,0,1,One year,1,Credit card (automatic),94.45,5042.75,3.1483333333333334
9640-HXEAM,,Male,0,0,0,2,0,0,DSL,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),40.4,77.15,1.3466666666666667
9646-QWDSB,,Female,0,1,1,71,1,1,Fiber optic,1,0,1,1,0,1,Two year,0,Electronic check,100.45,7159.7,3.3483333333333336
9659-UDJIJ,,Female,0,1,0,67,1,1,DSL,1,1,1,0,0,0,Two year,0,Mailed check,65.65,4322.85,2.1883333333333335
9683-PSOSX,,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.55,19.55,0.6516666666666667
9708-TKNTZ,,Female,0,1,1,6,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.7,94.45,0.6566666666666666
9717-WXVSB,,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,18.9,18.9,0.63
9722-ZVQUQ,,Female,0,1,1,14,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),80.9,1152.8,2.6966666666666668
9724-BFUOP,,Female,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.6,548.9,2.4866666666666664
9825-GXXPV,,Male,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.5,1147.85,0.65
9839-SEMQN,,Male,0,1,1,5,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Credit card (automatic),64.4,316.9,2.146666666666667
9840-GSRFX,,Female,0,0,0,14,1,1,DSL,0,1,0,0,0,0,One year,1,Mailed check,54.25,773.2,1.8083333333333333
9872-RZQQB,,Female,0,1,0,49,0,0,DSL,1,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),40.65,2070.75,1.355
9920-GNDMB,,Male,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.25,684.85,2.5416666666666665
9955-RVWSC,,Female,0,1,1,67,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.25,1372.9,0.6416666666666667
9966-VYRTZ,,Female,0,1,1,31,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.55,658.95,0.6516666666666667
